# Peakfit fitted function data
# Source: E:/VS_CODE/PCM_Fano/10nm_5L_peak.txt
# Parameters:
# iC=171400.0
# iD=100000.0
# ib=-0.08119415960931883
# ig0=4.359163230000393
# iq=-38.50325927034465
# ia=0.5431
# iL=12.0986
# N=1.4466800757725217e-05
# y0=557.0747808865665
#
# iw	y_model	y	residual
607.6557	557.0862735222618	552.0	-5.086273522261763
608.4752	557.0882949817683	552.0	-5.088294981768286
609.2945	557.0906732179902	551.0	-6.090673217990229
610.1136	557.093387499576	550.0	-7.093387499576011
610.9327	557.0964190259418	552.0	-5.096419025941827
611.7516	557.0997486665696	551.0	-6.099748666569553
612.5703	557.1033589322776	548.0	-9.103358932277615
613.3889	557.1072337806226	554.0	-3.1072337806225505
614.2073	557.1113571513597	553.0	-4.111357151359698
615.0257	557.1157153490104	552.0	-5.115715349010429
615.8438	557.1202928234078	553.0	-4.1202928234077945
616.6619	557.1250780445661	556.0	-1.1250780445660666
617.4797	557.1300567564806	553.0	-4.130056756480599
618.2974	557.1352183031526	555.0	-2.1352183031525556
619.115	557.1405515052531	542.0	-15.140551505253143
619.9324	557.1460450884679	550.0	-7.146045088467872
620.7498	557.1516903588777	553.0	-4.151690358877659
621.5669	557.1574757050698	554.0	-3.157475705069828
622.3839	557.1633934743008	550.0	-7.163393474300847
623.2007	557.1694343700862	550.0	-7.169434370086151
624.0175	557.175591763512	548.0	-9.175591763511989
624.834	557.1818556832325	550.0	-7.18185568323247
625.6505	557.1882211158767	548.0	-9.188221115876672
626.4667	557.1946787848557	550.0	-7.194678784855682
627.2828	557.2012236723789	554.0	-3.2012236723788874
628.0988	557.2078495473916	549.0	-8.207849547391561
628.9147	557.2145504949723	544.0	-13.214550494972286
629.7303	557.2213192317013	551.0	-6.221319231701273
630.5459	557.2281529050081	550.0	-7.2281529050080735
631.3613	557.2350447796779	549.0	-8.235044779677878
632.1766	557.2419908856001	545.0	-12.241990885600103
632.9917	557.2489857992737	554.0	-3.248985799273669
633.8067	557.2560260378332	551.0	-6.2560260378331805
634.6215	557.2631066157763	554.0	-3.263106615776337
635.4362	557.2702244879343	546.0	-11.270224487934343
636.2507	557.2773750640396	553.0	-4.277375064039575
637.0651	557.2845556924005	542.0	-15.284555692400545
637.8794	557.2917630264902	548.0	-9.29176302649023
638.6935	557.2989929980736	543.0	-14.298992998073572
639.5074	557.3062425804519	546.0	-11.306242580451908
640.3213	557.3135106885469	542.0	-15.313510688546899
